public_key,bitclout_amount,reward_transaction_count,is_genesis_account
BC1YLgtPfQDbdyyGnnErD1K1eMfiH6ZyqzJn7WeoBJTSiXNLiKcrxs3,0.000016099,1,true
BC1YLfmJsrNYrkTXaznKNMgecHKiQoLp3UrQVxwM1S5creyyTt3BRCn,0.000016,1,true
BC1YLiZWjRVmPU434MNsSnTYzdZarYLknP8hnSn58TKhQuYA35wFnVa,0.000016,1,true
BC1YLjB61zfS4AeAYFtKVRH3tjAf1pZkMUagg5zZaK4dQxYHB39Y1cP,0.0000158,1,true
BC1YLhJ58rynRUovcPxMvuyfgBcVn8JanBR2yqkFjwbXk3y8H6qfFNQ,0.000015699,1,true
BC1YLiyxQAo5GuoegrTMEErPkGE8pyevJqGYcvQ9GcKbKhGWXJRU7Xi,0.0000156,1,true
BC1YLi5DbAHuFiP7Vcwd7QEMsg3Fn9TXrugLejqC41xMeMs6p7E5Q1m,0.0000156,1,true
BC1YLhVLZC1YbppCHeYyfWqPbbDABzFSCQgapu3Kfkimf6DUbg7we5i,0.0000155,1,true
BC1YLiwWe3xxwFK8sAUXAu9FRfXghSDLcVcLnUUmZovBFjC3ZPeyrQB,0.0000155,1,true
BC1YLhoAU4u5NM2TwdQfveVu3q72cMFbATsQSkrBQX6uKWh8Nqc2U22,0.0000155,1,true
BC1YLggMXeJxVnZDLr1UbMRZa477t9EstLnKm6AD5kcEKm2isSjq6LR,0.0000154,1,true
BC1YLhV13uMUvK1SExy84fJJ6aLvPCd16SKdpPVF6WzaaB2NsyYMnrY,0.0000152,1,true
BC1YLhHquMypbweW9NW5EYSmEZkWuuNzKYSa7jC2MdKWgh81K6Eyq5o,0.0000151,1,true
BC1YLioaJURMVYBkeHRAaZMb9KkG28hJpH5kWHJ1rz8796XCaWPbKDq,0.000015,1,true
BC1YLg5DK6ieWWx2sVwaUHTUosPbvEi7QbBP8DupySfPYpJL6SQYqYT,0.000015,1,true
BC1YLjXogGyqGacieuSBLC59SqcDPMtXmt1uvX8ycGhEfBWDAbVuTuZ,0.0000149,1,true
BC1YLj424SLykG7Ki4EzfxYDPFbFpXkSbFfaNY2n2TSuZGeXqTaFYai,0.0000148,1,true
BC1YLitWPanfvnYVHQu8Z3CyPJJbj86WX3sMPJQreAzTSSwbspcqAzf,0.0000147,1,true
BC1YLfrtvNNDhcHKKCe2W7CSYQyNZZkroyuh68ndfGCgLhn5qvsmNy5,0.0000147,1,true
BC1YLfujvtSL2Voec1yqSfP9hRc27VSde6YNsjThkaY3X9RW4pWXkaw,0.0000145,1,true
BC1YLfjwbhTDCnkV9LsdRM7n4meA4mAT2uDTuXcYxKo156WmGhx1Dan,0.0000144,1,true
BC1YLiYcLoC2EhwgBCcvdYYCF7FLfWE6PjcMCRTMjRcZvDk8dXMwA3c,0.0000144,1,true
BC1YLg6dFR2Z7QUSykSfn7cfibKBLntGPhco8LRmafbvwEEew7gzojp,0.0000142,1,true
BC1YLgpBYckLyFN7VTiJ7pq16exihRP8dWsxzbXu3TZ66asDeFj8URa,0.0000141,1,true
BC1YLg65nVaxCYr5didrq7QX3QWHGDCQodc3pnFLNat8gNE1gMqcUxB,0.0000141,1,true
BC1YLjUHuFfZioF5pJF9U8XbHHsH8B76dLbsRbX8LgjgEwif9kDPwXf,0.0000141,1,true
BC1YLjWmMyL5MXkZGKaW8JSTybcC2t4kBQaSFixgc8hXpqYhpao3aw6,0.0000141,1,true
BC1YLhX6CtDeEt5HP1diip3Uq6Ao5DHMHew6F25USf9yKpuexUMfviE,0.000014,1,true
BC1YLjTQaryPQZfg5xcQUm5iTQTQCqeKiL5bbiVqPnRdic5ovHS2oo7,0.0000139,1,true
BC1YLiLiCBknaDoFSirhmbr6B7L9EBeWpbZ6HQjuqDFWZmyN3Q5Ko1Z,0.0000139,1,true
BC1YLhLxesQoEpSPBuZQAdyDG5RFRPGZbHBCNFtpNGpUAT6txUuCHoq,0.0000137,1,true
BC1YLgQTrosw6nsHbVq1dAx6f7SceuhvEgqTwMFc9pxZNSbxi6nJ7qw,0.0000137,1,true
BC1YLgJhGKPftHzQypAhxAnv92Vy6dbYfXtDW2VrxuDuQ8QFrKA1SEc,0.0000136,1,true
BC1YLgBvfwnY1WghTSC9DS9Bog5rgPgm6TYeWARMwoBve5PW2d3qQsJ,0.0000135,1,true
BC1YLiWzDMT9TvwHc83UDHrAtvAUJqUxbsccjhQ89DojW7C4QnKk8hk,0.0000134,1,true
BC1YLiztdytSZNbA4vpi53MDkRkEuzxiy854qSKBupGSNdRjXb1VL8E,0.0000134,1,true
BC1YLhF6eS5Ey4w4rWmkn8ZGB4B5V3B9C5tp5akwdJxkSpWF1ebrWRH,0.0000132,1,true
BC1YLiidPrJ77rkFpqoJbP5RhvRXHxc8Td4FHGoiEjjeoNo5gVtuG19,0.000013,1,true
BC1YLhUCS5hjuWLaCRBwXXXcnkWDKT1qXBHZV2Ct9Gxsb9dPyvLziCG,0.0000126,1,true
BC1YLfmQ9zsNCUzr9W5wwTJTiLGHWL7EFaDb8f5Hft6Zp8Mj3p166Qa,0.0000125,1,true
BC1YLiTen2LS13kg4dMyaUaoSAFQCAKHmtbUV7dHTbYGktvrFRzco58,0.0000125,1,true
BC1YLfsfqgGCTJNLHr7fgz4q3TmJXsRkiPHtrr5ohVePTXjDtJypc7C,0.0000124,1,true
BC1YLiVEGbNdrFQDDdw7KMyXvreYDxSrar2fhwTDrGKKM752z7vbXoa,0.0000124,1,true
BC1YLiKPcmq6izN2CwxkNrVBnrsrLyL8p5SRnJ7HwWhKWbWSBhuimru,0.0000122,1,true
BC1YLiigtut6prpYNGD3HHLCRnA9cj5cdcvf5hV79inFvtsdYhWRdh3,0.0000119,1,true
BC1YLiXM3fFbnbHMxT12mp2k8RMnsk7YRB37QsbY7xnuau4eQpW64Hu,0.0000114,1,true
BC1YLhpT4EMPFwHnFwwRaYFYnZFfJsfmuvpy2iewczxtuikPa3hwxq7,0.0000113,1,true
BC1YLi5h3KdB3HDeefhw1sfjUV8fdYY3jvnkpsXhrMZGd9yaAH3TD1n,0.0000113,1,true
BC1YLisBzLi4PdPyHVsBgYZ8haLvXPNTVqHxqEVMy2ypeXBxnkv4qX3,0.0000112,1,true
BC1YLhvMEnDouy2pw4cBBAXSHycTEJxdSuDrwJ3tpneFFp4f4mSDq33,0.0000111,1,true
BC1YLiN8mVYMz5nXLBpgETuxnSf32Afa822656zmgTCGdmJec3ARMqZ,0.000011,1,true
BC1YLiTroD1DA7GYYmhwFNyp9VYb8gYdn9M93RjmUYaza2vB3ppTJsx,0.0000106,1,true
BC1YLfpEnjYZCBSik58RAcbPrj72iccKnPcJfukbxHafU9f8ryvC4BJ,0.0000105,1,true
BC1YLh9S2qg3efanFymnjQ5DMmJBpZvkD4oKF3qRHKsVHy9V4TjtVYC,0.0000103,1,true
BC1YLfheqZD6k2NTezAx6zWX1KmFVHVECuynRyHmc3yD8cWdGZQNVLv,0.0000097,1,true
BC1YLgnSkJ9TcYPf4QAmNMQ9HjmKJfp1cpN8GcYUHyZ8Rrj9BT7LM8H,0.0000095,1,true
BC1YLfuD5AGm2guj3q5wF7WGi3jTUzNhHUHc84GtVsk9kHyxbnk5V1H,0.0000034,1,true
BC1YLgonuZ3exi9EPriDK2SWEeWFX4HCf9WXbXRUezCqiouRBMVq5XR,0.0000022,1,true
